COHUTTA,3/10/14,1:41,10.05,1.753,893,0.36,76,0.83
COHUTTA,3/10/14,1:42,9.73,1.754,893,0.87,87,0.87
COHUTTA,3/10/14,1:44,10.08,1.754,894,1.83,87,1.46
COHUTTA,3/10/14,1:45,9.61,1.755,894,1.47,82,1.14
COHUTTA,3/10/14,1:47,10.38,1.755,894,0.44,78,1.94
COHUTTA,3/10/14,1:48,9.83,1.757,895,0.4,79,0.96
COHUTTA,3/10/14,1:49,9.83,1.758,895,1.63,94,1.46
COHUTTA,3/10/14,1:51,9.93,1.759,896,1.71,80,1.14
COHUTTA,3/10/14,1:52,10.18,1.76,896,0.92,82,0.84
COHUTTA,3/10/14,1:54,10.34,1.762,897,1.84,85,1.62
COHUTTA,3/10/14,1:55,9.91,1.763,898,0.64,86,1.22
COHUTTA,3/10/14,1:57,10.3,1.763,898,0.95,83,1.94
COHUTTA,3/10/14,1:58,10.24,1.764,898,1.09,84,0.55
COHUTTA,3/10/14,2:00,9.9,1.764,899,1.89,91,1.73
COHUTTA,3/10/14,2:01,10.34,1.766,899,0.07,93,1.22
COHUTTA,3/10/14,2:02,9.77,1.766,900,1.98,88,1.17
COHUTTA,3/10/14,2:04,9.76,1.767,900,1.29,82,0.57
COHUTTA,3/10/14,2:05,10.43,1.768,901,0.21,78,1.46
COHUTTA,3/10/14,2:07,10.31,1.77,901,1.2,79,0.56
COHUTTA,3/10/14,2:08,10.4,1.772,902,1.93,88,0.61
COHUTTA,3/10/14,2:10,10.36,1.773,903,0.61,80,1.67
COHUTTA,3/10/14,2:11,10,1.773,903,0.32,86,1.91
COHUTTA,3/10/14,2:13,10.15,1.773,903,1.94,97,1.75
COHUTTA,3/10/14,2:14,9.6,1.774,903,1.36,80,0.53
COHUTTA,3/10/14,2:15,9.54,1.774,904,0.2,81,1.79
COHUTTA,3/10/14,2:17,9.59,1.775,904,0.14,98,1.46
COHUTTA,3/10/14,2:18,9.55,1.776,904,0.05,83,0.88
COHUTTA,3/10/14,2:20,10.02,1.776,905,0.84,100,1.55
COHUTTA,3/10/14,2:21,10.09,1.777,905,1.68,75,1.68
COHUTTA,3/10/14,2:23,9.69,1.778,905,1.46,95,1.97
COHUTTA,3/10/14,2:24,10.3,1.779,906,1.94,100,1.09
COHUTTA,3/10/14,2:25,10.47,1.781,907,0.36,93,1.54
COHUTTA,3/10/14,2:27,9.75,1.782,908,1.11,95,0.51
COHUTTA,3/10/14,2:28,10.19,1.783,908,1.4,99,1.43
COHUTTA,3/10/14,2:30,9.65,1.785,909,1.43,78,0.71
COHUTTA,3/10/14,2:31,10.1,1.785,909,0.17,97,0.74
COHUTTA,3/10/14,2:33,10.12,1.786,910,0.96,82,0.93
COHUTTA,3/10/14,2:34,9.94,1.786,910,0.04,92,0.76
COHUTTA,3/10/14,2:36,9.98,1.787,910,0.89,91,1.71
COHUTTA,3/10/14,2:37,10.38,1.787,910,1.61,77,0.66
COHUTTA,3/10/14,2:38,9.5,1.788,911,1.65,81,1.17
COHUTTA,3/10/14,2:40,9.78,1.79,911,0.7,90,0.84
COHUTTA,3/10/14,2:41,10.48,1.791,912,1.67,97,1.3
COHUTTA,3/10/14,2:43,10.2,1.791,912,1.39,94,1.87
COHUTTA,3/10/14,2:44,9.63,1.792,913,1.77,77,1.35
COHUTTA,3/10/14,2:46,10.3,1.794,914,0.51,90,0.79
COHUTTA,3/10/14,2:47,10.43,1.794,914,0.39,79,1.01
COHUTTA,3/10/14,2:49,9.95,1.795,914,1.47,91,0.69
COHUTTA,3/10/14,2:50,10.4,1.795,914,1.39,79,1.74
COHUTTA,3/10/14,2:51,9.82,1.795,914,0.6,92,1.08
COHUTTA,3/10/14,2:53,10.34,1.796,915,0.13,83,1.56
COHUTTA,3/10/14,2:54,9.82,1.796,915,1.23,90,1.72
COHUTTA,3/10/14,2:56,10.01,1.796,915,1.03,78,1.45
COHUTTA,3/10/14,2:57,9.62,1.797,915,1.83,93,1.33
COHUTTA,3/10/14,2:59,10.13,1.797,915,1.48,94,1.9
COHUTTA,3/10/14,3:00,9.91,1.798,916,0.92,94,0.57
COHUTTA,3/10/14,3:01,9.89,1.798,916,1.6,78,1.87
COHUTTA,3/10/14,3:03,10.05,1.798,916,0.8,86,1.34
COHUTTA,3/10/14,3:04,9.66,1.799,916,1.05,81,1.84
COHUTTA,3/10/14,3:06,9.88,1.8,917,1.74,80,1.96
COHUTTA,3/10/14,3:07,10.44,1.801,918,1.38,99,0.92
COHUTTA,3/10/14,3:09,10.24,1.802,918,1.54,79,1.25
COHUTTA,3/10/14,3:10,9.79,1.802,918,0.37,90,1.26
COHUTTA,3/10/14,3:12,9.89,1.804,919,1.05,89,0.6
COHUTTA,3/10/14,3:13,10.05,1.805,919,1.47,81,1.8
COHUTTA,3/10/14,3:14,10.14,1.805,919,1.39,90,1.12
COHUTTA,3/10/14,3:16,10.49,1.807,920,0.46,77,0.95
COHUTTA,3/10/14,3:17,9.51,1.809,921,0.32,80,0.91
COHUTTA,3/10/14,3:19,9.9,1.81,922,1.93,97,1.44
COHUTTA,3/10/14,3:20,9.96,1.811,922,0.36,87,1.07
COHUTTA,3/10/14,3:22,9.52,1.811,922,0.67,86,1.37
COHUTTA,3/10/14,3:23,10.47,1.812,923,0.07,90,1.15
COHUTTA,3/10/14,3:25,10.47,1.813,923,0.08,93,1.26
COHUTTA,3/10/14,3:26,9.75,1.813,923,0.74,81,1.05
COHUTTA,3/10/14,3:27,10,1.814,924,1.7,92,0.96
COHUTTA,3/10/14,3:29,9.56,1.815,924,0.24,97,0.88
COHUTTA,3/10/14,3:30,9.85,1.815,925,1.8,88,0.9
COHUTTA,3/10/14,3:32,9.69,1.816,925,1.62,94,0.59
COHUTTA,3/10/14,3:33,10.05,1.817,926,0.54,91,1.53
COHUTTA,3/10/14,3:35,9.8,1.818,926,1.72,83,0.78
COHUTTA,3/10/14,3:36,9.83,1.818,926,0.38,83,1.52
COHUTTA,3/10/14,3:37,10.23,1.819,926,1.01,87,0.54
COHUTTA,3/10/14,3:39,10.48,1.819,927,1.79,80,0.85
COHUTTA,3/10/14,3:40,10.17,1.821,928,0.19,98,1.39
COHUTTA,3/10/14,3:42,9.86,1.821,928,1.02,90,1.8
COHUTTA,3/10/14,3:43,9.83,1.823,928,0.27,81,0.76
COHUTTA,3/10/14,3:45,9.91,1.823,929,1.6,81,1.72
COHUTTA,3/10/14,3:46,9.88,1.825,929,0.9,99,1.62
COHUTTA,3/10/14,3:48,10.46,1.826,930,1.64,91,0.96
COHUTTA,3/10/14,3:49,10.13,1.826,930,0.15,81,1.1
COHUTTA,3/10/14,3:50,9.93,1.827,931,1.37,84,1.32
COHUTTA,3/10/14,3:52,9.8,1.828,931,1.97,84,0.58
COHUTTA,3/10/14,3:53,9.69,1.829,932,1.64,92,0.76
COHUTTA,3/10/14,3:55,9.8,1.83,932,1.26,78,1.14
COHUTTA,3/10/14,3:56,9.66,1.832,933,1.06,78,1.87
COHUTTA,3/10/14,3:58,9.67,1.832,933,0.65,83,1.82
COHUTTA,3/10/14,3:59,10.27,1.832,933,1.34,99,0.7
COHUTTA,3/10/14,4:01,10.36,1.833,933,0.22,78,1.63
COHUTTA,3/10/14,4:02,10.1,1.846,940,0.27,94,1.89
COHUTTA,3/10/14,4:03,10.06,1.848,941,1.36,94,1.95
COHUTTA,3/10/14,4:05,9.88,1.855,945,0.33,85,0.92
COHUTTA,3/10/14,4:06,9.51,1.857,946,0.84,99,1.13
COHUTTA,3/10/14,4:08,9.78,1.862,949,0.58,91,1.1
COHUTTA,3/10/14,4:09,9.61,1.87,952,0.39,87,1.19
COHUTTA,3/10/14,4:11,10.46,1.88,957,0.56,98,0.79
COHUTTA,3/10/14,4:12,10.3,1.893,964,0.87,100,1.63
COHUTTA,3/10/14,4:13,10.18,1.9,968,1.98,80,1.4
COHUTTA,3/10/14,4:15,9.56,1.902,969,0.86,87,0.73
COHUTTA,3/10/14,4:16,10.47,1.905,970,0.91,89,0.92
COHUTTA,3/10/14,4:18,10.37,1.914,975,0.6,79,1.6
COHUTTA,3/10/14,4:19,10,1.919,977,0.64,89,0.98
COHUTTA,3/10/14,4:21,9.99,1.924,980,1.03,82,0.66
COHUTTA,3/10/14,4:22,10.13,1.927,981,0.8,94,0.86
COHUTTA,3/10/14,4:24,9.74,1.933,984,1.34,95,0.87
COHUTTA,3/10/14,4:25,9.99,1.939,988,1.12,94,1.62
COHUTTA,3/10/14,4:26,9.61,1.942,989,0.42,88,1.9
COHUTTA,3/10/14,4:28,10.15,1.946,991,1.65,80,0.77
COHUTTA,3/10/14,4:29,10.03,1.948,992,1.26,93,0.78
COHUTTA,3/10/14,4:31,10.05,1.952,994,1.1,98,1.58
COHUTTA,3/10/14,4:32,10.17,1.965,1001,1.52,99,0.92
COHUTTA,3/10/14,4:34,10.02,1.974,1006,1.67,89,1.35
COHUTTA,3/10/14,4:35,9.66,1.98,1008,1.94,97,1.45
COHUTTA,3/10/14,4:37,10.01,1.994,1016,1.87,93,0.86
COHUTTA,3/10/14,4:38,9.97,1.998,1018,1.47,79,0.62
COHUTTA,3/10/14,4:39,10.05,2.005,1021,1.41,84,1.2
COHUTTA,3/10/14,4:41,9.91,2.017,1027,1.83,96,1.11
COHUTTA,3/10/14,4:42,10.25,2.02,1029,1,91,1.75
COHUTTA,3/10/14,4:44,10.14,2.023,1031,0.29,93,1.88
COHUTTA,3/10/14,4:45,9.74,2.029,1033,1.6,88,0.76
COHUTTA,3/10/14,4:47,10.08,2.037,1037,1.03,86,0.86
COHUTTA,3/10/14,4:48,9.69,2.04,1039,1.3,88,1.18
COHUTTA,3/10/14,4:49,9.68,2.044,1041,0.85,96,0.57
COHUTTA,3/10/14,4:51,9.99,2.055,1047,1.85,98,1.98
COHUTTA,3/10/14,4:52,10.22,2.058,1048,0.49,100,0.94
COHUTTA,3/10/14,4:54,10.02,2.067,1053,0.74,98,1.28
COHUTTA,3/10/14,4:55,9.83,2.073,1056,0.75,91,1.93
COHUTTA,3/10/14,4:57,9.66,2.079,1059,0.1,98,1.73
COHUTTA,3/10/14,4:58,9.7,2.083,1061,0.67,86,0.87
COHUTTA,3/10/14,5:00,10.33,2.096,1067,1.77,94,0.59
COHUTTA,3/10/14,5:01,10.25,2.104,1072,0.08,90,1.1
COHUTTA,3/10/14,5:02,10.36,2.107,1073,1.35,93,1.6
COHUTTA,3/10/14,5:04,10.08,2.113,1076,0.83,93,0.65
COHUTTA,3/10/14,5:05,9.7,2.118,1079,0.02,81,1.93
COHUTTA,3/10/14,5:07,9.8,2.121,1080,1.08,79,1.5
COHUTTA,3/10/14,5:08,9.83,2.124,1082,0.19,90,0.82
COHUTTA,3/10/14,5:10,10.01,2.134,1087,1.78,85,1.02
COHUTTA,3/10/14,5:11,9.8,2.144,1092,0.41,80,1.91
COHUTTA,3/10/14,5:13,9.57,2.154,1097,0.93,80,1.78
COHUTTA,3/10/14,5:14,9.84,2.157,1099,1.63,86,0.76
COHUTTA,3/10/14,5:15,9.87,2.16,1100,0.76,82,1.21
COHUTTA,3/10/14,5:17,9.8,2.164,1102,0.95,95,1.74
COHUTTA,3/10/14,5:18,10.2,2.167,1104,0.85,99,1.99
COHUTTA,3/10/14,5:20,10.18,2.179,1110,1.38,94,0.86
COHUTTA,3/10/14,5:21,10.13,2.19,1115,0.08,80,0.77
COHUTTA,3/10/14,5:23,10.2,2.192,1117,0.05,87,1.04
COHUTTA,3/10/14,5:24,10.17,2.198,1120,1.55,86,1.87
COHUTTA,3/10/14,5:25,10.1,2.206,1124,0.52,98,1.67
COHUTTA,3/10/14,5:27,10.44,2.212,1127,1.41,86,1.18
COHUTTA,3/10/14,5:28,9.82,2.218,1130,0.05,88,0.74
COHUTTA,3/10/14,5:30,9.69,2.221,1131,1.76,94,1.17
COHUTTA,3/10/14,5:31,10.25,2.235,1138,0.71,94,1.14
COHUTTA,3/10/14,5:33,10.28,2.245,1143,0.85,78,1.85
COHUTTA,3/10/14,5:34,9.93,2.254,1148,0.35,77,0.87
COHUTTA,3/10/14,5:36,10.18,2.262,1152,1.03,82,1.17
COHUTTA,3/10/14,5:37,10.01,2.266,1154,1.93,100,0.55
COHUTTA,3/10/14,5:38,9.74,2.27,1156,0.65,92,1.11
COHUTTA,3/10/14,5:40,9.99,2.272,1157,0,95,1.39
COHUTTA,3/10/14,5:41,10.07,2.275,1159,1.76,92,0.54
COHUTTA,3/10/14,5:43,9.51,2.279,1161,1.28,92,0.74
COHUTTA,3/10/14,5:44,10.07,2.283,1163,0.52,78,1
COHUTTA,3/10/14,5:46,10.45,2.292,1167,1.28,92,1.31
COHUTTA,3/10/14,5:47,9.63,2.296,1169,0.21,76,1.45
COHUTTA,3/10/14,5:49,9.96,2.305,1174,0.12,85,1.78
COHUTTA,3/10/14,5:50,10.22,2.307,1175,0.95,86,1.06
COHUTTA,3/10/14,5:51,9.95,2.313,1178,1.66,99,0.84
COHUTTA,3/10/14,5:53,9.63,2.316,1179,0.43,91,1.62
COHUTTA,3/10/14,5:54,10.29,2.319,1181,0.49,84,0.68
COHUTTA,3/10/14,5:56,10.37,2.33,1187,0.48,77,1.71
COHUTTA,3/10/14,5:57,9.69,2.343,1193,0.87,83,1.61
COHUTTA,3/10/14,5:59,9.8,2.349,1197,1.43,77,1.87
COHUTTA,3/10/14,6:00,10.11,2.364,1204,1.41,91,1.78
COHUTTA,3/10/14,6:01,10.01,2.366,1205,0.9,91,0.88
COHUTTA,3/10/14,6:03,9.94,2.376,1210,1.09,83,0.98
COHUTTA,3/10/14,6:04,9.67,2.383,1214,1.06,86,1.8
COHUTTA,3/10/14,6:06,10.3,2.388,1216,0.95,86,1.22
COHUTTA,3/10/14,6:07,10.46,2.39,1217,0.69,88,0.5
COHUTTA,3/10/14,6:09,9.98,2.392,1218,1.2,79,1.33
COHUTTA,3/10/14,6:10,9.78,2.394,1219,0.74,85,0.87
COHUTTA,3/10/14,6:12,10.37,2.404,1225,0.57,94,1.18
COHUTTA,3/10/14,6:13,10.01,2.418,1231,1.79,95,1.96
COHUTTA,3/10/14,6:14,9.5,2.42,1232,0.59,91,1.82
COHUTTA,3/10/14,6:16,9.85,2.434,1240,0.65,91,1.59
COHUTTA,3/10/14,6:17,10.05,2.44,1243,0.7,85,0.68
COHUTTA,3/10/14,6:19,9.59,2.443,1244,0.2,87,1.93
COHUTTA,3/10/14,6:20,9.52,2.449,1247,0.76,91,1.15
COHUTTA,3/10/14,6:22,10.4,2.46,1253,0.83,81,1.11
COHUTTA,3/10/14,6:23,9.71,2.473,1260,1.2,88,1.81
COHUTTA,3/10/14,6:25,10.25,2.478,1262,0.49,83,1.13
COHUTTA,3/10/14,6:26,10.11,2.482,1264,0.05,95,1.61
COHUTTA,3/10/14,6:27,9.62,2.495,1271,0.37,94,1.86
COHUTTA,3/10/14,6:29,9.77,2.502,1274,0.81,80,1.98
COHUTTA,3/10/14,6:30,10.45,2.512,1279,0.98,86,0.62
COHUTTA,3/10/14,6:32,9.93,2.514,1280,0.44,87,1.78
COHUTTA,3/10/14,6:33,9.63,2.524,1285,0.63,92,1.74
COHUTTA,3/10/14,6:35,9.59,2.531,1289,0.43,88,1.69
COHUTTA,3/10/14,6:36,9.94,2.544,1296,0.02,88,0.77
COHUTTA,3/10/14,6:37,9.9,2.55,1299,0.67,90,1.94
COHUTTA,3/10/14,6:39,9.78,2.553,1300,1.92,88,1.34
COHUTTA,3/10/14,6:40,10.45,2.563,1305,0.33,83,1.03
COHUTTA,3/10/14,6:42,10.27,2.567,1307,0.13,81,1.39
COHUTTA,3/10/14,6:43,9.64,2.57,1309,0.36,86,1.53
COHUTTA,3/10/14,6:45,9.74,2.576,1312,0.62,100,1.08
COHUTTA,3/10/14,6:46,10.49,2.581,1314,1.73,84,1.54
COHUTTA,3/10/14,6:48,9.66,2.583,1316,1.16,93,1.89
COHUTTA,3/10/14,6:49,9.66,2.587,1318,0.81,86,0.85
COHUTTA,3/10/14,6:50,9.7,2.6,1325,1.88,96,0.99
COHUTTA,3/10/14,6:52,9.96,2.607,1328,1.17,91,1.46
COHUTTA,3/10/14,6:53,10.05,2.611,1330,0.35,99,0.84
COHUTTA,3/10/14,6:55,9.99,2.62,1335,0.62,80,0.94
COHUTTA,3/10/14,6:56,9.69,2.634,1341,0.53,85,1.3
COHUTTA,3/10/14,6:58,9.83,2.638,1344,0.91,97,0.89
COHUTTA,3/10/14,6:59,9.62,2.642,1346,1.41,91,1.94
COHUTTA,3/10/14,7:01,9.95,2.651,1350,0.53,100,1.21
COHUTTA,3/10/14,7:02,9.71,2.655,1352,0.61,82,0.63
COHUTTA,3/10/14,7:03,9.51,2.657,1353,1.41,97,0.66
COHUTTA,3/10/14,7:05,10.07,2.659,1354,1.58,92,0.97
COHUTTA,3/10/14,7:06,10.47,2.664,1357,0.9,91,1.59
COHUTTA,3/10/14,7:08,9.69,2.673,1361,0.42,95,0.93
COHUTTA,3/10/14,7:09,9.81,2.683,1367,0.63,91,1.34
COHUTTA,3/10/14,7:11,9.9,2.69,1370,0.84,89,1.82
COHUTTA,3/10/14,7:12,10.46,2.697,1373,0.43,81,0.83
COHUTTA,3/10/14,7:13,9.83,2.7,1375,0.05,77,1.5
COHUTTA,3/10/14,7:15,10.33,2.707,1379,0.47,85,1.58
COHUTTA,3/10/14,7:16,10.38,2.719,1385,1.19,92,1.47
COHUTTA,3/10/14,7:18,10.37,2.721,1386,1.45,91,1
COHUTTA,3/10/14,7:19,9.98,2.726,1388,0.3,92,1.87
COHUTTA,3/10/14,7:21,10.38,2.73,1390,1.41,92,0.66
COHUTTA,3/10/14,7:22,9.84,2.735,1393,0.02,82,1.23
COHUTTA,3/10/14,7:24,9.78,2.738,1395,0.18,92,0.82
COHUTTA,3/10/14,7:25,9.57,2.744,1397,1.3,77,0.86
COHUTTA,3/10/14,7:26,9.57,2.748,1400,0.62,95,1.54
COHUTTA,3/10/14,7:28,10.46,2.75,1401,1.4,92,0.97
COHUTTA,3/10/14,7:29,9.53,2.755,1403,0.75,80,1.68
COHUTTA,3/10/14,7:31,10.08,2.763,1407,0.51,91,1.67
COHUTTA,3/10/14,7:32,9.51,2.767,1409,1.98,89,0.5
COHUTTA,3/10/14,7:34,10.45,2.769,1411,0.84,95,1.53
COHUTTA,3/10/14,7:35,9.94,2.78,1416,1.33,93,1.65
COHUTTA,3/10/14,7:37,9.82,2.784,1418,0.46,80,1
COHUTTA,3/10/14,7:38,9.6,2.788,1420,0.77,82,1.91
COHUTTA,3/10/14,7:39,10.12,2.795,1423,1.81,75,1.75
COHUTTA,3/10/14,7:41,10.01,2.801,1426,0.47,86,1.7
COHUTTA,3/10/14,7:42,10.12,2.809,1431,1.26,83,1.99
COHUTTA,3/10/14,7:44,9.77,2.815,1434,1.68,86,1.94
COHUTTA,3/10/14,7:45,10.19,2.829,1441,1.56,95,0.75
COHUTTA,3/10/14,7:47,9.78,2.832,1443,0.82,94,1.49
COHUTTA,3/10/14,7:48,10.43,2.839,1446,1.82,95,0.9
COHUTTA,3/10/14,7:49,10.38,2.854,1453,1.36,91,1.35
COHUTTA,3/10/14,7:51,10.3,2.856,1455,0.79,80,0.93
COHUTTA,3/10/14,7:52,10.22,2.861,1457,0.67,84,1.63
COHUTTA,3/10/14,7:54,10.11,2.873,1463,1.73,97,1.18
COHUTTA,3/10/14,7:55,10.41,2.887,1470,1.98,97,1.95
COHUTTA,3/10/14,7:57,10.08,2.891,1472,0.39,93,1.76
COHUTTA,3/10/14,7:58,9.68,2.894,1474,0.25,77,0.6
COHUTTA,3/10/14,8:00,9.97,2.897,1475,1.69,96,0.98
COHUTTA,3/10/14,8:01,10.13,2.904,1479,1.49,97,0.69
COHUTTA,3/10/14,8:02,10.39,2.906,1480,0.79,98,1.35
COHUTTA,3/10/14,8:04,9.62,2.914,1484,1.43,75,0.76
COHUTTA,3/10/14,8:05,10.05,2.924,1490,0.89,84,0.93
COHUTTA,3/10/14,8:07,9.67,2.929,1492,0.73,80,1.88
COHUTTA,3/10/14,8:08,9.98,2.936,1495,2,84,1.84
COHUTTA,3/10/14,8:10,10.4,2.944,1499,1.51,79,1.69
COHUTTA,3/10/14,8:11,9.56,2.953,1504,1.45,89,1.9
COHUTTA,3/10/14,8:13,9.89,2.959,1507,0.64,94,0.98
COHUTTA,3/10/14,8:14,10.48,2.964,1510,0.15,87,1.71
COHUTTA,3/10/14,8:15,9.58,2.967,1511,0.48,87,0.53
COHUTTA,3/10/14,8:17,10.24,2.97,1513,1.67,83,0.75
COHUTTA,3/10/14,8:18,9.79,2.983,1519,0.28,98,1.42
COHUTTA,3/10/14,8:20,10.3,2.995,1525,0.14,95,0.63
COHUTTA,3/10/14,8:21,10.17,2.997,1526,0.76,93,1.68
COHUTTA,3/10/14,8:23,9.6,3.004,1530,1.22,80,0.54
COHUTTA,3/10/14,8:24,9.9,3.011,1534,1.2,99,1.21
COHUTTA,3/10/14,8:25,9.66,3.019,1537,0.2,87,1.09
COHUTTA,3/10/14,8:27,9.54,3.027,1542,0.52,95,1.88
COHUTTA,3/10/14,8:28,9.7,3.034,1546,1.84,99,1.22
COHUTTA,3/10/14,8:30,10.35,3.038,1547,0.4,86,1.5
COHUTTA,3/10/14,8:31,9.82,3.05,1553,1.9,81,0.55
COHUTTA,3/10/14,8:33,9.94,3.052,1554,1.25,87,1.58
COHUTTA,3/10/14,8:34,10.18,3.054,1556,1.29,93,1.28
COHUTTA,3/10/14,8:36,10.4,3.058,1557,1.96,77,1.22
COHUTTA,3/10/14,8:37,9.62,3.046,1552,1.43,78,0.59
COHUTTA,3/10/14,8:38,9.74,3.033,1545,0.14,97,0.94
COHUTTA,3/10/14,8:40,10.16,3.018,1537,0.3,88,0.8
COHUTTA,3/10/14,8:41,9.55,3.011,1534,0.84,94,1.43
COHUTTA,3/10/14,8:43,9.93,3.009,1532,0.56,93,0.98
COHUTTA,3/10/14,8:44,10.24,3.004,1530,0.38,88,1.73
COHUTTA,3/10/14,8:46,9.62,3.001,1528,1.94,86,1.02
COHUTTA,3/10/14,8:47,10.21,2.992,1524,0.68,78,0.65
COHUTTA,3/10/14,8:49,9.57,2.989,1522,0.65,91,1.68
COHUTTA,3/10/14,8:50,9.53,2.984,1520,0.22,81,0.89
COHUTTA,3/10/14,8:51,9.8,2.982,1519,0.15,75,1.92
COHUTTA,3/10/14,8:53,9.57,2.979,1517,0.49,82,1.99
COHUTTA,3/10/14,8:54,9.58,2.974,1515,1.29,89,0.82
COHUTTA,3/10/14,8:56,10.26,2.972,1514,1.07,97,1.38
COHUTTA,3/10/14,8:57,10.48,2.968,1512,0.66,93,1.35
COHUTTA,3/10/14,8:59,9.99,2.96,1508,1.89,87,0.77
COHUTTA,3/10/14,9:00,9.75,2.957,1506,1.09,81,1.29
COHUTTA,3/10/14,9:01,9.74,2.954,1505,1.25,94,1.67
COHUTTA,3/10/14,9:03,10.01,2.943,1499,0.65,90,0.88
COHUTTA,3/10/14,9:04,10.44,2.932,1493,1.62,97,1.06
COHUTTA,3/10/14,9:06,10.06,2.925,1490,1.78,86,0.77
COHUTTA,3/10/14,9:07,9.94,2.922,1488,0.38,100,0.77
COHUTTA,3/10/14,9:09,9.64,2.915,1485,0.18,94,1.37
COHUTTA,3/10/14,9:10,9.74,2.911,1483,0.95,92,1.35
COHUTTA,3/10/14,9:12,10.43,2.9,1477,1.07,98,1.16
COHUTTA,3/10/14,9:13,10.36,2.894,1474,1.59,81,0.55
COHUTTA,3/10/14,9:14,9.81,2.89,1472,0.77,98,0.55
COHUTTA,3/10/14,9:16,9.6,2.885,1470,0.69,76,1.27
COHUTTA,3/10/14,9:17,9.61,2.875,1464,0.29,84,1.5
COHUTTA,3/10/14,9:19,9.94,2.873,1463,0.3,93,1.07
COHUTTA,3/10/14,9:20,10.34,2.87,1462,0.31,82,1.5
COHUTTA,3/10/14,9:22,10.02,2.866,1460,0.82,94,1.53
COHUTTA,3/10/14,9:23,9.86,2.86,1456,0.34,100,0.8
COHUTTA,3/10/14,9:25,10.16,2.847,1450,0.68,92,0.74
COHUTTA,3/10/14,9:26,10.24,2.845,1449,0.26,83,1.34
COHUTTA,3/10/14,9:27,10.24,2.837,1445,0.25,79,0.66
COHUTTA,3/10/14,9:29,9.88,2.834,1443,0.08,79,1.93
COHUTTA,3/10/14,9:30,9.83,2.832,1442,0.86,96,1.62
COHUTTA,3/10/14,9:32,9.55,2.82,1436,1.4,96,1.76
COHUTTA,3/10/14,9:33,10.35,2.806,1429,0.76,98,1.02
COHUTTA,3/10/14,9:35,10.07,2.801,1427,1.41,95,1.08
COHUTTA,3/10/14,9:36,10.09,2.792,1422,0.28,80,1.42
COHUTTA,3/10/14,9:37,9.63,2.787,1419,0.82,95,1.83
COHUTTA,3/10/14,9:39,9.82,2.781,1417,1.96,92,0.71
COHUTTA,3/10/14,9:40,10.06,2.773,1412,0.33,78,1
COHUTTA,3/10/14,9:42,9.71,2.765,1408,1.2,97,0.58
COHUTTA,3/10/14,9:43,9.71,2.761,1406,0.92,91,1.77
COHUTTA,3/10/14,9:45,9.79,2.753,1402,0.36,80,1.46
COHUTTA,3/10/14,9:46,10.09,2.74,1395,1.26,87,1.45
COHUTTA,3/10/14,9:48,10.48,2.736,1393,1.78,84,1.36
COHUTTA,3/10/14,9:49,10.14,2.733,1392,1.83,79,1.52
COHUTTA,3/10/14,9:50,9.84,2.728,1390,1.32,97,1.83
COHUTTA,3/10/14,9:52,10.21,2.724,1387,1.6,83,1.99
COHUTTA,3/10/14,9:53,10.17,2.715,1383,0.59,97,1.65
COHUTTA,3/10/14,9:55,9.99,2.708,1379,1.75,80,1.87
